Original,Human-readable,topic_2_environmental_regulation,topic_4_customer_orientation,topic_6_shareholder_affiliation,topic_8_hiring_employees,topic_9_natural_disaster,topic_11_litigation,topic_12_carbon_emissions,topic_13_labor_issues,topic_14_supply_chain_problems,topic_15_taxes,is_overlap
wb_2098_outsourcing,out sour c ing,,,,,,,,,,,
wb_2100_adminstrative_simplification,admin strative simplification,,,,,,,,,,,
wb_2101_antitrust,antitrust,,,,,,1,,,,,
wb_2106_market_competition_advocacy_and_liberalization,advocacy liberalization,,,,,,,,,,,
wb_2111_competition_economics,competition economics,,,,,,,,,,,
wb_2112_market_definition_and_market_power,market power,,,,,,,,,,,
wb_2113_market_studies_and_competition_assessments,competition assessments,,,,,,,,,,,
wb_2120_satellites,satellites,,,,,,,,,,,
wb_2121_ict_licensing,ict licensing,,,,,,,,,,,
wb_2127_education_access_and_equity,equity,,,,,,,,,,,
wb_2129_textbooks,textbooks,,,,,,,,,,,
wb_2131_employability_skills_and_jobs,jobs,,,,1,,,,,,,
wb_2132_apprenticeship,apprenticeship,,,,1,,,,,,,
wb_2139_community_outreach,community outreach,,,,,,,,,,,
wb_2140_inspectorate,inspectorate,,,,,,,,,,,
wb_2141_education_districts,education districts,,,,,,,,,,,
wb_2142_local_government,local government,1,,,,,,,,,,
wb_2147_education_research_and_development,development,,,,,,,,,,,
wb_2151_child_development,child development,,,,,,,,,,,
wb_2156_continuum_of_care,continuum care,,,,,,,,,,,
wb_2165_health_emergencies,health emergencies,,,,,,,,,,,
wb_2166_health_emergency_preparedness_and_disaster_response,preparedness response,,,,,,,,,,,
wb_2167_pandemics,pandemics,,,,,1,,,,,,
wb_2171_nursing_homes,nursing homes,,,,,,,,,,,
wb_2179_agribusiness,agribusiness,,,,,,,,,,,
wb_2180_mutual_funds,mutual funds,,,,,,,,,,,
wb_2186_social_housing,social housing,,,,,,,,,,,
wb_2187_rental_housing,rental housing,,,,,,,,,,,
wb_2194_animal_welfare,animal welfare,,,,,,,,,,,
wb_2197_environmental_engineering,environmental engineering,,,,,,,,,,,
wb_2201_fire_occupational_safety,safety,,,,,,,,,,,
wb_2203_human_rights,human rights,,,,,,,,,,,
wb_2206_public_private_partnerships,partnerships,,,1,,,,,,,,
wb_2207_thematic_based_ppps,ppp s,,,,,,,,,,,
wb_2271_m_and_e_impact,impact,,,,,,,,,,,
wb_2273_upstream_oil_and_gas,gas,,,,,,,,,,,
wb_2286_geological_survey,geological survey,,,,,,,,,,,
wb_2290_oil_and_gas_export,export,,,,,,,,,,,
wb_2298_refineries,refineries,,,,,,,,,,,
wb_2299_pipelines,pipelines,,,,,,,,,,,
wb_2303_fracking,f racking,,,,,,,,,,,
wb_2329_access_and_connectivity,access connectivity,,,,,,,,,,,
wb_2349_creative_commons_licensing,licensing,,,,,,,,,,,
wb_2358_e_government,government,1,,,,,,,,,,
wb_2363_mobile_applications,mobile applications,,,,,,,,,,,
wb_2369_data_privacy,data privacy,,,,,,,,,,,
wb_2370_data_security,data security,,,,,,,,,,,
wb_2371_encryption,encryption,,,,,,,,,,,
wb_2372_authentication_and_authorization,authentication authorization,,,,,,,,,,,
wb_2375_ict_methods_and_procedures,procedures,,,,,,,,,,,
wb_2381_software_development,software development,,,,,,,,,,,
wb_2387_broadcasting_industry_and_markets,markets,,,,,,,,,,,
wb_2389_radio_broadcasting,radiobroadcasting,,,,,,,,,,,
wb_2390_television_broadcasting,television broadcasting,,,,,,,,,,,
wb_2391_web_broadcasting,web broadcasting,,,,,,,,,,,
wb_2399_ict_innovation_and_transformation,transformation,,,,,,,,,,,
wb_2401_ict_innovation_methodologies,methodologies,,,,,,,,,,,
wb_2416_internet_of_things,internet things,,,,,,,,,,,
wb_2418__d_printing,printing,,,,,,,,,,,
wb_2420_ict_for_jobs,ict jobs,,,,,,,,,,,
wb_2424_ict_and_financial_sector,sector,,,,,,,,,,,
wb_2432_fragility_conflict_and_violence,violence,,,,,,,,,,,
wb_2433_conflict_and_violence,conflict violence,,,,,,,,,,,
wb_2440_survival_sex,survivals ex,,,,,,,,,,,
wb_2441_domestic_violence,domestic violence,,,,,,,,,,,
wb_2442_sexual_traficking,sexual tra fic king,,,,,,,,,,,
wb_2443_rape_and_sexual_violence,violence,,,,,,,,,,,
wb_2444_early_marriage,early marriage,,,,,,,,,,,
wb_2445_non_state_security_actors,security actors,,,,,,,,,,,
wb_2446_cartels,cartels,,,,,,,,,,,
wb_2447_mercenaries,mercenaries,,,,,,,,,,,
wb_2448_militia,militia,,,,,,,,,,,
wb_2449_paramilitaries,para militaries,,,,,,,,,,,
wb_2451_rebels_guerrillas_and_insurgents,insurgents,,,,,,,,,,,
wb_2452_gangs,gangs,,,,,,,,,,,
wb_2453_organized_crime,organized crime,,,,,,,,,,,
wb_2456_drugs_and_narcotics,drugs narcotics,,,,,,,,,,,
wb_2457_cyber_crime,cyb er crime,,,,,,,,,,,
wb_2458_human_trafficking,human trafficking,,,,,,,,,,,
wb_2462_political_violence_and_war,violence war,,,,,,,,,,,
wb_2464_insurgency,insurgency,,,,,,,,,,,
wb_2465_revolutionary_violence,revolutionary violence,,,,,,,,,,,
wb_2467_terrorism,terrorism,,,,,,,,,,,
wb_2468_conventional_war,conventional war,,,,,,,,,,,
wb_2469_nuclear_and_chemical_war,war,,,,,,,,,,,
wb_2470_peace_operations_and_conflict_management,conflict management,,,,,,,,,,,
wb_2471_peacekeeping,peacekeeping,,,,,,,,,,,
wb_2473_diplomacy_and_negotiations,diplomacy negotiations,,,,,,,,,,,
wb_2474_disarmament_demobilization_reintegration,reintegration,,,,,,,,,,,
wb_2478_peace_processes_and_dialogue,dialogue,,,,,,,,,,,
wb_2480_post_conflict_reconstruction,reconstruction,,,,,,,,,,,
wb_2482_reconciliation,reconciliation,,,,,,,,,,,
wb_2488_population_resettlement,population resettlement,,,,,,,,,,,
wb_2490_national_protection_and_security,security,,,,,,,,,,,
wb_2491_border_security,border security,,,,,,,,,,,
wb_2492_counter_terrorism,counterterrorism,,,,,,,,,,,
wb_2495_detention_prison_and_corrections_reform,corrections reform,,,,,,,,,,,
wb_2503_weapons_proliferation_and_arms_control,control,,,,,,,,,,,
wb_2505_weapons_of_mass_destruction,mass destruction,,,,,,,,,,,
wb_2507_human_rights_abuses_and_violations,abuses violations,,,,,,,,,,,
wb_2508_ethnic_cleansing,ethnic cleansing,,,,,,,,,,,
wb_2509_genocide,genocide,,,,,,,,,,,
wb_2510_war_crimes,war crimes,,,,,,,,,,,
wb_2511_slavery,slavery,,,,,,,,,,,
wb_2512_torture,torture,,,,,,,,,,,
wb_2513_crimes_against_humanity,crimes humanity,,,,,,,,,,,
wb_2514_human_rights_norms_and_mechanisms,norms mechanisms,,,,,,,,,,,
wb_2516_humanitarian_law,humanitarian law,,,,,,,,,,,
wb_2519_responses_to_human_rights_abuses,rights abuses,,,,,,,,,,,
wb_2520_reparations,reparations,,,,,,,,,,,
wb_2530_business_environment,business environment,,,,,,,,,,,
wb_2531_inspections_licensing_and_permits,permits,,,,,,,,,,,
wb_2563_trade_and_fdi_promotion_infrastructure,promotion infrastructure,,,,,,,,,,,
wb_2575_trade_policy_and_investment_agreements,agreements,,,,,,,,,,,
wb_2576_regional_integration,regional integration,,,,,,,,,,,
wb_2578_customs_unions,customs unions,,,,,,,,,,,
wb_2581_preferential_trade_and_investment_agreements,investment agreements,,,,,,,,,,,
wb_2595_anti_corruption_in_customs_administration,customs administration,,,,,,,,,,,
wb_2601_trade_linkages_spillovers_and_connectivity,spillover s connectivity,,,,,,,,,,,
wb_2657_emergency_preparedness,emergency preparedness,,,,,,,,,,,
wb_2661_high_cholesterol,high cholesterol,,,,,,,,,,,
wb_2663_ebola,e bola,,,,,1,,,,,,
wb_2665_refugee_resettlement,refugee resettlement,,,,,,,,,,,
wb_2666_life_expectancy,life expectancy,,,,,,,,,,,
wb_2667_rural_development,rural development,,,,,,,,,,,
wb_2668_income_inequality,income inequality,,,,,,,,,,,
wb_2669_premature_death,premature death,,,,,,,,,,,
wb_2670_jobs,jobs,,,,1,,,,,,,
wb_2689_jobs_diagnostics,jobs diagnostics,,,,,,,,,,,
wb_2690_categories_of_employment,categories employment,,,,,,,,,,,
wb_2704_employer,employer,,,,1,,,,1,,,
wb_2725_categories_of_workers,categories workers,,,,1,,,,1,,,
wb_2728_female_workers,female workers,,,,1,,,,1,,,
wb_2729_migrant_workers,migrant workers,,,,1,,,,,,,
wb_2732_skilled_workers,skilled workers,,,,1,,,,,,,
wb_2736_returns_to_work,returns work,,,,1,,,,,,,
wb_2737_employee_benefits,employee benefits,,,,1,,,,1,,,
wb_2738_labor_earnings,labor earnings,,,,,,,,1,,,
wb_2744_living_wages,living wages,,,,,,,,,,,
wb_2745_job_quality_and_labor_market_performance,labor market performance,,,,,,,,,,,
wb_2747_unemployment,unemployment,,,,1,,,,,,,
wb_2748_employment,employment,,,,1,,,,,,,
wb_2750_labor_force,labor force,,,,1,,,,1,,,
wb_2760_employment_tools_and_methods,methods,,,,,,,,,,,
wb_2763_census_data,census data,,,,,,,,,,,
wb_2769_jobs_strategies,jobs strategies,,,,,,,,,,,
wb_2788_labor_market_institutions_and_policies,institutions policies,,,,,,,,,,,
wb_2789_labor_contracts,labor contracts,,,,1,,,,,,,
wb_279_ict_strategy_policy_and_regulation,regulation,,,,,,,,,,,
wb_2794_employment_relationship,employment relationship,,,,1,,,,1,,,
wb_2798_part_time_work,work,,,,,,,,,,,
wb_2802_working_conditions,working conditions,,,,,,,,,,,
wb_281_ict_industry_and_services,services,,,,,,,,,,,
wb_2811_collective_bargaining,collective bargaining,,,,,,,,,,,
wb_2815_skills_and_education,skills education,,,,,,,,,,,
wb_2817_training_programs,training programs,,,,,,,,,,,
wb_282_ict_policy_regulatory_framework_and_institutions,framework institutions,,,,,,,,,,,
wb_2823_on_the_job_training,job training,,,,,,,,,,,
wb_2824_internship,internship,,,,1,,,,,,,
wb_2836_migration_policies_and_jobs,jobs,,,,,,,,,,,
wb_2837_immigration,immigration,,,,,,,,,,,
wb_2840_integration,integration,,,,,,,,,,,
wb_2843_naturalization,naturalization,1,,,,,,,,,,
wb_2844_emigration,emigration,,,,,,,,,,,
wb_2847_industrial_policies,industrial policies,1,,,,,,,,,,
wb_286_telecommunications_and_broadband_access,access,,,,,,,,,,,
wb_288_telecommunications_sector_policy_and_regulation,regulation,,,,,,,,,,,
wb_2884_inclusive_jobs,inclusive jobs,,,,,,,,,,,
wb_2889_minorities_and_disenfranchised_groups_and_jobs,groups jobs,,,,,,,,,,,
wb_2890_affirmative_action,affirmative action,,,,,,,,,,,
wb_2895_employment_rate,employment rate,,,,,,,,,,,
wb_2896_retirement,retirement,,,,,,,,,,,
wb_290_telecommunications_organizational_design,design,,,,,,,,,,,
wb_2901_gender_based_violence,violence,,,,,,,,,,,
wb_291_broadband_networks,broadband networks,,,,,,,,,,,
wb_2914_pesticides,pesticides,,,,,,,,,,,
wb_2925_adult_education,adult education,,,,,,,,,,,
wb_2926_day_care_centers,centers,,,,,,,,,,,
wb_2931_iron,iron,,,,,,,,,,,
wb_2933_zinc,zinc,,,,,,,,,,,
wb_2934_copper,copper,,,,,,,,,,,
wb_2935_nickel,nickel,,,,,,,,,,,
wb_2936_gold,gold,,,,,,,,,,,
wb_2937_silver,silver,,,,,,,,,,,
wb_2940_tungsten,tungsten,,,,,,,,,,,
wb_2943_switches,switches,,,,,,,,,,,
wb_2944_servers,servers,,,,,,,,,,,
wb_2945_database,database,,,,,,,,,,,
wb_2946_open_source,open source,,,,,,,,,,,
wb_2947_operating_systems,operating systems,,,,,,,,,,,
wb_2960_indigenous_peoples,indigenous peoples,,,,,,,,,,,
wb_2988_food_poisoning,food poisoning,,,,,,,,,,,
wb_3007_national_parks,national parks,,,,,,,,,,,
wb_317_bank_regulation_and_supervision,supervision,,,,,,,,,,,
wb_318_financial_architecture_and_banking,banking,,,,,,,,,,,
wb_327_vulnerability_and_risk_assessments,assessments,,,,,,,,,,,
wb_328_financial_integrity,financial integrity,,,,,,,,,,,
wb_332_capital_markets,capital markets,,,,,,,,,,,
wb_334_equity_markets,equity markets,,,,,,,,,,,
wb_336_non_bank_financial_institutions,financial institutions,,,,,,,,,,,
wb_337_insurance,insurance,,,,,,,,,,,
wb_341_investment_funds,investment funds,,,,,,,,,,,
wb_344_private_equity_funds,funds,,,,,,,,,,,
wb_345_sovereign_wealth_funds,funds,,,,,,,,,,,
wb_346_competitive_industries,competitive industries,,1,,,,,,,,,
wb_350_financial_infrastructure_and_remittances,remittances,,,,,,,,,,,
wb_351_payment_and_market_infrastructure,infrastructure,,,,,,,,,,,
wb_353_payment_systems,payment systems,,,,,,,,,,,
wb_357_credit_reporting,credit reporting,,,,,,,,,,,
wb_358_retail_payments,retail payments,,,,,,,,,,,
wb_363_financial_inclusion,financial inclusion,,,,,,,,,,,
wb_364_consumer_protection,consumer protection,,1,,,,,,,,,
wb_367_microfinance,micro finance,,,,,,,,,,,
wb_368_leasing,leasing,,,,,,,,,,,
wb_371_branchless_banking,branchless banking,,,,,,,,,,,
wb_376_innovation_technology_and_entrepreneurship,entrepreneurship,,,,,,,,,,,
wb_377_firm_innovation_productivity_and_growth,productivity growth,,,,,,,,,,,
wb_380_funding_innovation,funding innovation,,,,,,,,,,,
wb_382_tax_credits_and_direct_subsidies,direct subsidies,,,,,,,,,,,
wb_385_human_capital_for_innovation_and_entrepreneurship,innovation entrepreneurship,,,,,,,,,,,
wb_387_vocational_and_technical_training,training,,,,,,,,,,,
wb_405_business_climate,business climate,,,,,,,,,,,
wb_406_competition_policy,competition,,1,,,,,,,,,
wb_408_green_buildings,green buildings,,,,,,,,,,,
wb_410_business_law_and_regulation,regulation,,,,,,1,,,,,
wb_411_debt_resolution,debt resolution,,,,,,,,,,,
wb_417_corporate_governance,corporate governance,,,,,,,,,,,
wb_421_social_inclusion,social inclusion,,,,,,,,,,,
wb_427_water_allocation_and_water_economics,water economics,,,,,,,,,,,
wb_435_agriculture_and_food_security,security,,,,,,,,,,,
wb_436_forestry,forestry,,,,,,,,,,,
wb_439_macroeconomic_and_structural_policies,policies,,,,,,,,,,,
wb_440_macroeconomic_monitoring,macroeconomic monitoring,,,,,,,,,,,
wb_441_balance_of_payments,balance payments,,,,,,,,,,,
wb_442_inflation,inflation,,,,,,,,,,,
wb_444_monetary_policy,monetary,,,,,,,,,,,
wb_445_fiscal_policy,fiscal,,,,,,,,,,,
wb_450_debt,debt,,,,,,,,,,,
wb_452_debt_relief,debt relief,,,,,,,,,,,
wb_454_debt_restructuring,debt restructuring,,,,,,,,,,,
wb_470_education,education,,,,,,,,,,,
wb_471_economic_growth,economic growth,,,,,,,,,,,
wb_473_growth_diagnostics,growth diagnostics,,,,,,,,,,,
wb_476_green_growth,green growth,,,,,,,,,,,
wb_477_inclusive_growth,inclusive growth,,,,,,,,,,,
wb_478_levels_of_education,levels education,,,,,,,,,,,
wb_479_early_child_development,development,,,,,,,,,,,
wb_480_primary_education,primary education,,,,,,,,,,,
wb_481_secondary_education,secondary education,,,,,,,,,,,
wb_482_tertiary_education,tertiary education,,,,,,,,,,,
wb_483_vocational_education_and_training,training,,,,,,,,,,,
wb_484_lifelong_learning,lifelong learning,,,,,,,,,,,
wb_491_quality_of_education,quality education,,,,,,,,,,,
wb_494_education_and_ict,education ict,,,,,,,,,,,
wb_498_education_finance,education finance,,,,,,,,,,,
wb_503_school_health,school health,,,,,,,,,,,
wb_507_energy_and_extractives,energy extractive s,,,,,,,,,,,
wb_508_power_systems,power systems,,,,,,,,,,,
wb_509_nuclear_energy,nuclear energy,,,,,,,1,,,,
wb_511_coal_fired_power,power,,,,,,,1,,1,,
wb_515_power_sector_policy_and_institutions,institutions,,,,,,,,,,,
wb_519_utilities_governance_and_performance,performance,,,,,,,,,,,
wb_525_renewable_energy,renewable energy,,,,,,,1,,,,
wb_527_hydropower,hydropower,,,,,,,1,,,,
wb_528_solar_energy,solar energy,,,,,,,1,,,,
wb_529_wind_energy,wind energy,,,,,,,1,,,,
wb_532_biofuels_energy,bio fuels energy,,,,,,,1,,,,
wb_533_energy_efficiency,energy efficiency,,,,,,,1,,,,
wb_539_oil_and_gas_policy_strategy_and_institutions,strategy institutions,,,,,,,,,,,
wb_544_mid_and_downstream_oil_and_gas,oil gas,,,,,,,1,,,,
wb_548_ppp_in_oil_and_gas,gas,,,,,,,1,,,,
wb_549_oil_and_gas_systems,systems,,,,,,,,,,,
wb_551_gas_transportation_storage_and_distribution,storage distribution,,,,,,,,,,,
wb_554_mining_policy_laws_and_regulations,regulations,1,,,,,1,,,,,
wb_566_environment_and_natural_resources,resources,1,,,,,,,,,,
wb_567_climate_change,climate change,,,,,,,1,,,,
wb_568_climate_services,climate services,,,,,,,,,,,
wb_569_hydromet_services,hydro met services,,,,,,,,,,,
wb_570_early_warning_systems,systems,,,,,,,,,,,
wb_571_climate_science,climate science,,,,,,,1,,,,
wb_579_climate_change_mitigation,mitigation,,,,,,,,,,,
wb_588_conservation_finance,conservation finance,,,,,,,,,,,
wb_589_ecotourism,eco tourism,,,,,,,,,,,
wb_590_ecosystems,ecosystems,1,,,,,,,,,,
wb_594_wetlands,wetlands,,,,,,,,,,,
wb_595_drylands,dryland s,,,,,,,,,,,
wb_598_environmental_management,environmental management,1,,,,,,,,,,
wb_600_natural_resources_management,management,,,,,,,,,,,
wb_601_pollution_management,pollution management,1,,,,,,,,,,
wb_611_pension_funds,pension funds,,,,,,,,,,,
wb_612_housing_finance,housing finance,,,,,,,,,,,
wb_614_competitive_cities,competitive cities,,,,,,,,,,,
wb_615_gender,gender,,,,,,,,,,,
wb_621_health_nutrition_and_population,population,,,,,,,,,,,
wb_625_health_economics_and_finance,finance,,,,,,,,,,,
wb_631_human_resources_for_health,health,,,,,,,,,,,
wb_635_public_health,public health,,,,,,,,,,,
wb_639_reproductive_maternal_and_child_health,child health,,,,,,,,,,,
wb_640_population_and_demographic_change,change,,,,,,,,,,,
wb_641_reproductive_and_maternal_health,health,,,,,,,,,,,
wb_642_child_health,child health,,,,,,,,,,,
wb_643_aging_population,aging population,,,,,,,,,,,
wb_644_nutrition,nutrition,,,,,,,,,,,
wb_652_ict_applications,ict applications,,,,,,,,,,,
wb_653_enterprise_architecture,enterprise architecture,,,,,,,,,,,
wb_655_information_management,information management,,,,,,,,,,,
wb_656_portfolio_management,portfolio management,,,,,,,,,,,
wb_657_interoperability,inter operability,,,,,,,,,,,
wb_658_enterprise_applications,enterprise applications,,,,,,,,,,,
wb_660_business_intelligence,business intelligence,,,,,,,,,,,
wb_661_big_data,big data,,,,,,,,,,,
wb_662_social_media,social media,,,,,,,,,,,
wb_665_software_as_a_service,software service,,,,,,,,,,,
wb_666_application_development,application development,,,,,,,,,,,
wb_667_ict_infrastructure,ict infrastructure,,,,,,,,,,,
wb_669_software_infrastructure,software infrastructure,,,,,,,,,,,
wb_670_ict_security,ict security,,,,,,,,,,,
wb_671_storage_management,storage management,,,,,,,,,,,
wb_672_network_management,network management,,,,,,,,,,,
wb_674_shared_infrastructure,shared infrastructure,,,,,,,,,,,
wb_676_cloud_computing,cloud computing,,,,,,,,,,,
wb_678_digital_government,digital government,,,,,,,,,,,
wb_680_personal_data_protection,protection,,,,,,,,,,,
wb_693_postal_services,postal services,,,,,,,,,,,
wb_694_broadcast_and_media,broadcast media,,,,,,,,,,,
wb_695_poverty,poverty,,,,,,,,,,,
wb_696_public_sector_management,management,,,,,,,,,,,
wb_697_social_protection_and_labor,labor,,,,1,,,,1,,,
wb_698_trade,trade,,,,,,,,,,,
wb_699_urban_development,urban development,,,,,,,,,,,
wb_700_inequality_and_shared_prosperity,prosperity,,,,,,,,,,,
wb_701_jobs_and_poverty,jobs poverty,,,,,,,,,,,
wb_706_evidence_based_policy,evidence based,,,,,,,,,,,
wb_707_poverty_measurement_and_analysis,analysis,,,,,,,,,,,
wb_713_public_finance,public finance,,,,,,,,,,,
wb_716_managing_public_finances,finances,,,,,,,,,,,
wb_718_public_investment_management,management,,,1,,,,,,,,
wb_720_tax_and_revenue_policy_and_administration,administration,,,1,,,,,,,,
wb_721_state_owned_enterprises,enterprises,,,,,,,,,,,
wb_723_public_administration,public administration,,,,,,,,,,,
wb_724_human_resources_for_public_sector,public sector,,,,,,,,,,,
wb_725_organizational_management,organizational management,,,,,,,,,,,
wb_727_monitoring_and_evaluation,monitoring evaluation,,,,,,,,,,,
wb_728_public_service_delivery,delivery,,,,,,,,,1,,
wb_729_performance_management,performance management,,,,,,,,,,,
wb_738_social_cohesion,social cohesion,,,,,,,,,,,
wb_739_political_violence_and_civil_war,war,,,,,,,,,,,
wb_742_youth_and_gender_based_violence,based violence,,,,,,,,,,,
wb_744_social_analysis,social analysis,,,,,,,,,,,
wb_749_indigenous_peoples,indigenous peoples,,,,,,,,,,,
wb_751_social_insurance,social insurance,,,,,,,,,,,
wb_752_contributory_benefits,contributory benefits,,,,,,,,,,,
wb_756_vulnerable_groups,vulnerable groups,,,,,,,,,,,
wb_758_orphans,orphans,,,,,,,,,,,
wb_768_international_standards_and_technical_regulations,technical regulations,,,,,,,,,,,
wb_769_investment_policy,investment,,,,,,,,,,,
wb_772_trade_facilitation_and_logistics,logistics,,,,,,,,,1,,
wb_774_customs_and_border_management,management,,,,,,,,,,,
wb_775_trade_policy_and_integration,trade integration,,,,,,,,,,,
wb_776_trade_policy,trade,,,,,,,,,,,
wb_778_non_tariff_measures,measures,,,,,,,,,,,
wb_780_trade_in_services,trade services,,,,,,,,,,,
wb_783_temporary_movement_of_labor,labor,,,,1,,,,,,,
wb_784_traffic_and_road_safety,safety,,,,,,,,,,,
wb_786_rural_roads,rural roads,,,,,,,,,,,
wb_788_urban_transport,urban transport,,,,,,,,,,,
wb_790_transport_and_sustainable_development,development,,,,,,,,,,,
wb_793_transport_and_logistics_services,services,,,,,,,,,,,
wb_797_national_urban_policies,policies,1,,,,,,,,,,
wb_802_green_cities,green cities,,,,,,,,,,,
wb_813_urban_governance_and_city_systems,city systems,,,,,,,,,,,
wb_816_strategic_urban_planning,planning,,,,,,,,,,,
wb_817_land_and_housing,land housing,,,,,,,,,,,
wb_818_industry_policy_and_real_sectors,sectors,,,,,,,,,,,
wb_820_disaster_risk_management,risk management,,,,,,,,,,,
wb_825_tourism,tourism,,,,,,,,,,,
wb_827_mobile_money,mobile money,,,,,,,,,,,
wb_828_electronic_payments,electronic payments,,,,,,,,,,,
wb_829_fiscal_decentralization,fiscal decentralization,,,,,,,,,,,
wb_831_governance,governance,,,,,,,,,,,
wb_832_anti_corruption,anticorruption,,,,,,,,,,,
wb_833_institutional_reform,institutional reform,,,,,,,,,,,
wb_836_political_economy_of_reform,economy reform,,,,,,,,,,,
wb_837_open_government_and_transparency,transparency,,,,,,,,,,,
wb_838_public_accountability_mechanisms,mechanisms,,,,,,,,,,,
wb_840_justice,justice,,,,,,,,,,,
wb_841_justice_system_administration,administration,,,,,,,,,,,
wb_843_dispute_resolution,dispute resolution,,,,,,,,,,,
wb_845_legal_and_regulatory_framework,framework,,,,,,,,,,,
wb_847_company_and_corporate_law,law,1,,,,,1,,,,,
wb_848_labor_and_employment_laws_and_regulations,laws regulations,1,,,,,1,,,,,
wb_849_environmental_laws_and_regulations,regulations,,,,,,1,,,,,
wb_851_intellectual_property_rights,rights,,,,,,,,,,,
wb_853_financial_laws_and_regulations,regulations,1,,,,,1,,,,,
wb_855_labor_markets,labor markets,,,,,,,,,,,
wb_856_wages,wages,,,,,,,,,,,
wb_857_life_skills,lifeskills,,,,,,,,,,,
wb_862_growth_poles_and_economic_zones,economic zones,,,,,,,,,,,
wb_863_fdi_spillovers,f di spillover s,,,,,,,,,,,
wb_866_connectivity_and_lagging_regions,regions,,,,,,,,,,,
wb_870_housing_construction,housing construction,,,,,,,,,,,
wb_872_smart_cities,smart cities,,,,,,,,,,,
wb_873_non_traditional_data_driven_management,data driven management,,,,,,,,,,,
wb_874_local_finance,local finance,,,,,,,,,,,
wb_877_asset_management,asset management,,,,,,,,,,,
wb_882_msme_finance,msme finance,,,,,,,,,,,
wb_883_tax_incentives,tax incentives,,,,,,,,,,1,
wb_888_land_tenure,land tenure,,,,,,,,,,,
wb_890_cadastre_and_land_registration,registration,,,,,,,,,,,
wb_891_land_reform,land reform,1,,,,,,,,,,
wb_895_mining_systems,mining systems,1,,,,,,,,,,
wb_896_geological_mapping_and_databases,databases,,,,,,,,,,,
wb_898_contributory_pensions,contributory pensions,,,,,,,,,,,
wb_899_social_safeguards,social safeguards,,,,,,,,,,,
wb_901_environmental_safeguards,environmental safeguards,1,,,,,,,,,,
wb_904_housing_markets,housing markets,,,,,,,,,,,
wb_919_gender_and_human_development,development,,,,,,,,,,,
wb_921_safety_nets,safety nets,,,,,,,,,,,
wb_924_voice_and_agency,voice agency,,,,,,,,,,,
wb_925_inequality_under_law,inequality law,,,,,,,,,,,
wb_926_political_participation,participation,,,,,,,,,,,
wb_930_violence_prevention,violence prevention,,,,,,,,,,,
wb_932_demobilisation_disarmament_and_reintegration,reintegration,,,,,,,,,,,
wb_933_ethnic_religious_and_other_minorities,minorities,,,,,,,,,,,
wb_936_alternative_dispute_resolution,resolution,,,,,,,,,,,
wb_938_mediation,mediation,,,,,,,,1,,,
wb_939_negotiation,negotiation,1,,,,,,,1,,,
wb_940_conciliation,conciliation,1,,,,,,,1,,,
wb_942_access_to_justice,access justice,,,,,,,,,,,
wb_945_judicial_independence,judicial independence,,,,,,,,,,,
wb_957_government_procurement,government procurement,1,,,,,,,,,,
wb_958_criminal_law,criminal law,,,,,,1,,,,,
wb_962_international_law,international law,,,,,,,,,,,
wb_963_natural_resources_law,law,1,,,,,1,,,,,
wb_964_property_and_land_law,law,1,,,,,1,,,,,
wb_969_capital_markets_law_and_regulation,law regulation,1,,,,,1,,,,,
wb_970_industry_laws_and_regulations,regulations,1,,,,,1,,,,,
wb_972_construction_law_and_permits,permits,1,,,,,1,,,,,
wb_973_health_laws_and_regulations,regulations,1,,,,,1,,,,,
wb_983_tax_policy,tax,,,,,,,,,,,
wb_988_levees,levees,,,,,,,,,,,
wb_990_drainage,drainage,,,,,,,,,,,
wb_994_land_reclamation,land reclamation,,,,,,,,,,,
wb_999_ppp_in_irrigation,ppp irrigation,,,,,,,,,,,
whistleblower,whistle blower,,,,,,,,,,,
wmd,wm d,,,,,,,,,,,
wound,wound,,,,,,,,,,,
