symbol,filing_time,text,topic_ids,label
hl,2012-02,"In addition to the approximately $169 million already paid under the Consent Decree in 2011, Hecla Limited remains obligated under the Consent Decree to make the following payments: $25 million of cash by October 8, 2012; $15 million of cash by October 8, 2013; and approximately $55.4 million by August 2014, as quarterly payments of the proceeds from the exercise of any outstanding Series 1 and Series 3 warrants (which have an exercise price of between $2.44 and $2.49 per share) during the quarter,","[0, 3, 6]",0
arlp,2019-02,"The reserve data set forth in ""Item 2. Properties"" represent our engineering estimates.",[7],0
amr,2020-03,"If the value of the U.S. dollar declines relative to foreign currencies with respect to certain imported supplies or other products, our operating expenses will increase, which could materially adversely impact our profitability.","[4, 5]",0
hymc,2021-03,The continuing operation of our Hycroft Mine and future development for mining and processing our mineral reserves and mineral resources will require significant investment.,[9],1
nc,2012-02,HBB's ability to select reliable suppliers who provide timely deliveries of quality products will impact its success in meeting customer demand.,"[4, 12, 14]",0
vgz,2007-03,These permits mandate concurrent and post-mining reclamation of mines and require the posting of reclamation bonds sufficient to guarantee the cost of mine reclamation.,"[0, 2]",1
nem,2018-02,"Illegal mining, which involves trespass into the development or operating area of the mine, is both a security and safety issue, which may present a security threat to property and human life.",[3],0
arlp,2009-03,"Our funding plans may, however, be negatively impacted by numerous factors, including higher than anticipated capital expenditures or lower than expected cash flow from operations.","[1, 7]",0
vgz,2009-03,Possible county zoning and building permits and authorization,[2],0
cmp,2010-02,"In addition to currency translation risks, we incur currency transaction risk whenever we or one of our subsidiaries enter into either a purchase or a sales transaction using a currency other than the local currency of the transacting entity.",[5],0
scco,2009-03,The defendants believe that the lawsuit is without merit and are vigorously defending the action.,[11],0
mux,2020-03,We cannot ensure that we will have an adequate supply of water to complete desired exploration or development of our mining properties.,"[1, 14]",0
btu,2008-02,That failure could result from a variety of factors including the following: Our ability to self bond reduces our costs of providing financial assurances.,"[0, 12]",0
uec,2013-10,The laws of the State of Nevada provide that our directors and officers will not be liable to the Company or its stockholders for monetary damages for all but certain types of conduct as directors and officers of the Company.,[6],0
